1,1,MARY,SMITH,MARY.SMITH@sakilacustomer.org,5,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
2,1,PATRICIA,JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,6,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
3,1,LINDA,WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,7,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
4,2,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,8,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
5,1,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,9,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
6,2,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,10,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
7,1,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,11,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
8,2,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,12,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
9,2,MARGARET,MOORE,MARGARET.MOORE@sakilacustomer.org,13,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
10,1,DOROTHY,TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,14,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
11,2,LISA,ANDERSON,LISA.ANDERSON@sakilacustomer.org,15,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
12,1,NANCY,THOMAS,NANCY.THOMAS@sakilacustomer.org,16,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
13,2,KAREN,JACKSON,KAREN.JACKSON@sakilacustomer.org,17,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
14,2,BETTY,WHITE,BETTY.WHITE@sakilacustomer.org,18,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
15,1,HELEN,HARRIS,HELEN.HARRIS@sakilacustomer.org,19,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
16,2,SANDRA,MARTIN,SANDRA.MARTIN@sakilacustomer.org,20,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),0
17,1,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,21,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
18,2,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,22,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
19,1,RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,23,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,24,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
21,1,MICHELLE,CLARK,MICHELLE.CLARK@sakilacustomer.org,25,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,26,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
23,2,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,29,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,32,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,33,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,34,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,35,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,36,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,37,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
34,2,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,38,true,Mon Feb 14 2022 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Feb 15 2022 11:57:20 GMT+0200 (Eastern European Standard Time),1
